"condition","grain","movName","iteration","max_peakiness","min_peakiness","peakiness"
"Interrupted","c","Corn",446,0.000115037264774831,2.6875991994825e-05,4.280298371758
"Jumbled","c","Corn",446,0.000132202300112195,3.02405051813216e-05,4.37169615122207
"Uninterrupted","f","Corn",446,0.000339597184655213,4.86920763376506e-05,6.97438290165136
"Interrupted","f","Corn",446,0.000351180056601529,4.97623999151038e-05,7.05713665740907
"Jumbled","f","Corn",446,0.000298638035482738,5.38640510262662e-05,5.54429215391004
"Uninterrupted","c","3Iron",447,0.000121999177862043,2.43589355234848e-05,5.00839528658474
"Interrupted","c","3Iron",447,9.05457952057738e-05,2.62629342650694e-05,3.44766484551586
"Jumbled","c","3Iron",447,0.000128637108258254,2.96931308276312e-05,4.33221774439999
"Uninterrupted","f","3Iron",447,0.000291355703534766,4.62353128448818e-05,6.30158391081416
"Interrupted","f","3Iron",447,0.000278826609759277,4.67829489330974e-05,5.96000500434499
"Jumbled","f","3Iron",447,0.000323928771176824,4.99109339874607e-05,6.4901364349985
"Uninterrupted","c","Corn",447,0.000250417885802849,2.46566841386656e-05,10.1561866305516
"Interrupted","c","Corn",447,0.000125389404939448,2.6875991994825e-05,4.66548006725081
"Jumbled","c","Corn",447,0.000104694605041483,3.02405051813216e-05,3.46206534625449
"Uninterrupted","f","Corn",447,0.000331512681003487,4.86920763376506e-05,6.80834965230573
"Interrupted","f","Corn",447,0.000351564152218406,4.97623999151038e-05,7.06485524850461
"Jumbled","f","Corn",447,0.00031847747172682,5.38640510262662e-05,5.91261640479877
"Uninterrupted","c","3Iron",448,0.000156886132000093,2.41213466483135e-05,6.50403703771083
"Interrupted","c","3Iron",448,0.000105481782358748,2.61399091355545e-05,4.0352773153016
"Jumbled","c","3Iron",448,0.000134176764561354,2.96931308276312e-05,4.51878130804903
"Uninterrupted","f","3Iron",448,0.000295451651159393,4.62353128448818e-05,6.39017307291995
"Interrupted","f","3Iron",448,0.000405184342837761,4.50596826486229e-05,8.99217036208185
"Jumbled","f","3Iron",448,0.000311648939411498,4.99109339874607e-05,6.24410153273819
"Uninterrupted","c","Corn",448,0.000162475564696587,2.54711141099193e-05,6.37881656826754
"Interrupted","c","Corn",448,0.000134856734309917,2.66972134035219e-05,5.05134121196811
"Jumbled","c","Corn",448,0.00012759220939601,3.02405051813216e-05,4.21924860814888
"Uninterrupted","f","Corn",448,0.000352572026306612,4.86920763376506e-05,7.24085011002068
"Interrupted","f","Corn",448,0.000306230979097173,4.97623999151038e-05,6.15386274817157
"Jumbled","f","Corn",448,0.000336623770377316,5.38640510262662e-05,6.24950711956599
"Uninterrupted","c","3Iron",449,0.000111327227986929,2.44656793601699e-05,4.55034280258613
"Interrupted","c","3Iron",449,0.000101652465068158,2.6246061726965e-05,3.87305593218663
"Jumbled","c","3Iron",449,0.000141983849813433,2.96931308276312e-05,4.78170694217631
"Uninterrupted","f","3Iron",449,0.000332887660198679,4.62353128448818e-05,7.19985741884148
"Interrupted","f","3Iron",449,0.000324846808170695,4.67829489330974e-05,6.94370097608098
"Jumbled","f","3Iron",449,0.000294396009612554,4.99109339874607e-05,5.89842718003466
"Uninterrupted","c","Corn",449,0.000125534335618787,2.56033361906678e-05,4.90304602040662
"Interrupted","c","Corn",449,0.000140060230496986,2.6875991994825e-05,5.21135110190371
"Jumbled","c","Corn",449,0.000139718951785274,3.0108941093028e-05,4.64044721312457
"Uninterrupted","f","Corn",449,0.000336797888108443,4.86920763376506e-05,6.91689312595646
"Interrupted","f","Corn",449,0.000317985429788872,4.97623999151038e-05,6.39007423941299
"Jumbled","f","Corn",449,0.00030796262912766,5.38640510262662e-05,5.71740563994129
"Uninterrupted","c","3Iron",450,0.000105946420553273,2.44656793601699e-05,4.33040991805661
"Interrupted","c","3Iron",450,9.16943183099772e-05,2.62629342650694e-05,3.49139655853054
"Jumbled","c","3Iron",450,0.000117010992399653,2.96931308276312e-05,3.94067547403143
"Uninterrupted","f","3Iron",450,0.000326548081218823,4.62353128448818e-05,7.06274189847883
"Interrupted","f","3Iron",450,0.000283406931113882,4.67829489330974e-05,6.05791078965911
"Jumbled","f","3Iron",450,0.000265401511861873,4.99109339874607e-05,5.3175024119675
"Uninterrupted","c","Corn",450,0.000133402814088313,2.54711141099193e-05,5.23741574524851
"Interrupted","c","Corn",450,0.000144530227812957,2.6875991994825e-05,5.37767044434254
"Jumbled","c","Corn",450,0.000110432398580482,3.02405051813216e-05,3.65180402636568
"Uninterrupted","f","Corn",450,0.000331797326012709,4.86920763376506e-05,6.81419547016011
"Interrupted","f","Corn",450,0.000258159819013055,4.97623999151038e-05,5.18784904774456
"Jumbled","f","Corn",450,0.000319393492499032,5.38640510262662e-05,5.92962256669636
"Uninterrupted","c","3Iron",451,7.67206778713605e-05,2.44486654866258e-05,3.13803131354262
"Interrupted","c","3Iron",451,9.88099320167098e-05,2.6246061726965e-05,3.76475271012539
"Jumbled","c","3Iron",451,0.000126227176616003,2.96931308276312e-05,4.25105649346149
"Uninterrupted","f","3Iron",451,0.000303444834654708,4.62353128448818e-05,6.56305356195505
"Interrupted","f","3Iron",451,0.000324823529390858,4.67829489330974e-05,6.94320338496353
"Jumbled","f","3Iron",451,0.00029187900348368,4.99109339874607e-05,5.84799722555803
"Uninterrupted","c","Corn",451,0.000137964316132113,2.54711141099193e-05,5.41650104258238
"Interrupted","c","Corn",451,0.000139036718671622,2.6875991994825e-05,5.17326834664906
"Jumbled","c","Corn",451,0.000117171889338731,3.02405051813216e-05,3.87466706115423
"Uninterrupted","f","Corn",451,0.000328073183478291,4.86920763376506e-05,6.73771192674756
"Interrupted","f","Corn",451,0.000370880976507016,4.76444026163257e-05,7.78435568798444
"Jumbled","f","Corn",451,0.000319422306210802,5.38640510262662e-05,5.93015750068705
"Uninterrupted","c","3Iron",452,0.000109512301571579,2.43589355234848e-05,4.49577533739092
"Interrupted","c","3Iron",452,0.000120083744517384,2.61399091355545e-05,4.59388530750673
"Jumbled","c","3Iron",452,0.000107574830083596,2.96931308276312e-05,3.62288607112765
"Uninterrupted","f","3Iron",452,0.000299372575742633,4.62353128448818e-05,6.47497675093104
"Interrupted","f","3Iron",452,0.000311696133042769,4.67829489330974e-05,6.66260122867658
"Jumbled","f","3Iron",452,0.000311609220119975,4.99109339874607e-05,6.243305729327
"Uninterrupted","c","Corn",452,0.000158485465448152,2.51715123778575e-05,6.29622340799695
"Interrupted","c","Corn",452,0.000131471086539469,2.66972134035219e-05,4.92452468923688
"Jumbled","c","Corn",452,0.000118569672892609,3.02405051813216e-05,3.9208892900984
"Uninterrupted","f","Corn",452,0.000303390285112919,4.86920763376506e-05,6.23079375397935
"Interrupted","f","Corn",452,0.000319007033390187,4.97623999151038e-05,6.41060386827048
"Jumbled","f","Corn",452,0.00031132461830519,5.38640510262662e-05,5.77982183615146
"Uninterrupted","c","3Iron",453,0.000130280805073851,2.43589355234848e-05,5.34837841942004
"Interrupted","c","3Iron",453,0.000140493709938029,2.61399091355545e-05,5.37468241413796
"Jumbled","c","3Iron",453,0.000145488346481442,2.96931308276312e-05,4.8997307601547
"Uninterrupted","f","3Iron",453,0.000350212690688399,4.62353128448818e-05,7.57457166697137
"Interrupted","f","3Iron",453,0.000324877407215584,4.67829489330974e-05,6.94435504012753
"Jumbled","f","3Iron",453,0.000275125919759684,4.99109339874607e-05,5.51233763385002
"Uninterrupted","c","Corn",453,0.000160610524217329,2.51715123778575e-05,6.38064657404585
"Interrupted","c","Corn",453,0.000158528162827704,2.66972134035219e-05,5.93800410670542
"Jumbled","c","Corn",453,0.000134719639976651,3.02405051813216e-05,4.45494012645867
"Uninterrupted","f","Corn",453,0.000342265525952418,4.86920763376506e-05,7.02918322026382
"Interrupted","f","Corn",453,0.000330728520613381,4.97623999151038e-05,6.64615294233426
"Jumbled","f","Corn",453,0.000315530411828767,5.38640510262662e-05,5.85790347768129
"Uninterrupted","c","3Iron",454,0.000140063553387959,2.43589355234848e-05,5.74998662207228
"Interrupted","c","3Iron",454,0.000113375131006926,2.6246061726965e-05,4.31970069210215
"Jumbled","c","3Iron",454,0.000103749532689595,2.97502825734211e-05,3.4873461263284
"Uninterrupted","f","3Iron",454,0.000269631570695913,4.62353128448818e-05,5.83172372166097
"Interrupted","f","3Iron",454,0.000258168069557318,4.67829489330974e-05,5.51842231934791
"Jumbled","f","3Iron",454,0.000279919677143541,4.99109339874607e-05,5.60838387063375
"Uninterrupted","c","Corn",454,0.00017465548869958,2.51715123778575e-05,6.93861719859225
"Interrupted","c","Corn",454,0.00015182768298466,2.66972134035219e-05,5.68702361140924
"Jumbled","c","Corn",454,0.000139943891248438,3.0108941093028e-05,4.64791806580149
"Uninterrupted","f","Corn",454,0.000376058320581453,4.86920763376506e-05,7.72319335847813
"Interrupted","f","Corn",454,0.000312913779174175,4.97623999151038e-05,6.28815691582431
"Jumbled","f","Corn",454,0.000318045661941097,5.38640510262662e-05,5.9045997447538
"Uninterrupted","c","3Iron",455,0.000116973309810288,2.44656793601699e-05,4.78111840216136
"Interrupted","c","3Iron",455,0.000118744549752287,2.61399091355545e-05,4.54265350107033
"Jumbled","c","3Iron",455,0.000104720930276889,2.97502825734211e-05,3.51999783593473
"Uninterrupted","f","3Iron",455,0.000292349608413716,4.62353128448818e-05,6.32308057251695
"Interrupted","f","3Iron",455,0.000283976706852126,4.67829489330974e-05,6.07008992225416
"Jumbled","f","3Iron",455,0.000305751972166011,4.99109339874607e-05,6.12595172518363
"Uninterrupted","c","Corn",455,0.000165894262100385,2.54711141099193e-05,6.51303517327417
"Interrupted","c","Corn",455,0.00015367980403154,2.66972134035219e-05,5.75639868134204
"Jumbled","c","Corn",455,0.000102030396195628,3.02405051813216e-05,3.37396467366716
"Uninterrupted","f","Corn",455,0.000380322501803629,4.64730738348248e-05,8.18371737482602
"Interrupted","f","Corn",455,0.000351371976219923,4.97623999151038e-05,7.06099337691459
"Jumbled","f","Corn",455,0.000337655883923093,5.38640510262662e-05,6.26866857374762
"Uninterrupted","c","3Iron",456,0.000101051533744487,2.43589355234848e-05,4.14843799915074
"Interrupted","c","3Iron",456,0.000120426502316771,2.6246061726965e-05,4.58836466855694
"Jumbled","c","3Iron",456,0.000125757952583208,2.96931308276312e-05,4.23525404960607
"Uninterrupted","f","3Iron",456,0.000288788614634104,4.62353128448818e-05,6.24606165428104
"Interrupted","f","3Iron",456,0.000270424297420404,4.67829489330974e-05,5.78040297987901
"Jumbled","f","3Iron",456,0.00026700478319559,4.99109339874607e-05,5.34962505936415
"Uninterrupted","c","Corn",456,0.000115052019490409,2.56033361906678e-05,4.49363390120795
"Interrupted","c","Corn",456,0.000191704113992234,2.63026665254308e-05,7.28839084839113
"Jumbled","c","Corn",456,0.000160024409531316,3.0108941093028e-05,5.31484681035067
"Uninterrupted","f","Corn",456,0.000382459300411115,4.86920763376506e-05,7.85465170470422
"Interrupted","f","Corn",456,0.000336563490646583,4.97623999151038e-05,6.76340954658078
"Jumbled","f","Corn",456,0.000327679174887432,5.38640510262662e-05,6.08344839729272
"Uninterrupted","c","3Iron",457,0.000145912643336504,2.41213466483135e-05,6.04910851221924
"Interrupted","c","3Iron",457,0.000102790213317006,2.6246061726965e-05,3.91640522628961
"Jumbled","c","3Iron",457,0.000121861443335526,2.96931308276312e-05,4.10402810141284
"Uninterrupted","f","3Iron",457,0.000348490453300343,4.62353128448818e-05,7.53732227290251
"Interrupted","f","3Iron",457,0.000287881828676897,4.67829489330974e-05,6.1535631088281
"Jumbled","f","3Iron",457,0.000294291359688469,4.99109339874607e-05,5.89633044659924
"Uninterrupted","c","Corn",457,9.03191554991834e-05,2.56542005192634e-05,3.52063808932046
"Interrupted","c","Corn",457,0.000118303484638063,2.6875991994825e-05,4.4018276482908
"Jumbled","c","Corn",457,0.000123644683815384,3.0108941093028e-05,4.10657696108797
"Uninterrupted","f","Corn",457,0.000342206074446777,4.86920763376506e-05,7.02796225147151
"Interrupted","f","Corn",457,0.000337907566991542,4.97623999151038e-05,6.79041942446551
"Jumbled","f","Corn",457,0.000319396257231337,5.38640510262662e-05,5.92967389466469
"Uninterrupted","c","3Iron",458,0.000141582473582058,2.43589355234848e-05,5.8123423926122
"Interrupted","c","3Iron",458,0.00012213254597751,2.61399091355545e-05,4.67226360061788
"Jumbled","c","3Iron",458,0.000108526343150157,2.96931308276312e-05,3.65493095962676
"Uninterrupted","f","3Iron",458,0.000304680514653064,4.62353128448818e-05,6.58977945440229
"Interrupted","f","3Iron",458,0.00027763442825924,4.67829489330974e-05,5.93452175612688
"Jumbled","f","3Iron",458,0.000281884083134711,4.99109339874607e-05,5.64774210006828
"Uninterrupted","c","Corn",458,9.70766124400094e-05,2.56033361906678e-05,3.79156105739817
"Interrupted","c","Corn",458,0.00013189502962222,2.6875991994825e-05,4.90754088807647
"Jumbled","c","Corn",458,0.000148083331889556,3.0108941093028e-05,4.91825107472299
"Uninterrupted","f","Corn",458,0.000355459924076697,4.86920763376506e-05,7.30015950874211
"Interrupted","f","Corn",458,0.000317804990802237,4.97623999151038e-05,6.38644822887205
"Jumbled","f","Corn",458,0.000348551640526767,5.38640510262662e-05,6.47095110534483
"Uninterrupted","c","3Iron",459,0.000136917802479431,2.43589355234848e-05,5.62084506309507
"Interrupted","c","3Iron",459,0.000123909700999207,2.61399091355545e-05,4.74024987449823
"Jumbled","c","3Iron",459,0.000122936769950944,2.96931308276312e-05,4.14024276067728
"Uninterrupted","f","3Iron",459,0.000317932651343774,4.62353128448818e-05,6.87640315986245
"Interrupted","f","3Iron",459,0.000281116122609043,4.67829489330974e-05,6.00894404948814
"Jumbled","f","3Iron",459,0.00029089412044086,4.99109339874607e-05,5.82826441424523
"Uninterrupted","c","Corn",459,0.000104982894065048,2.56033361906678e-05,4.10035994072185
"Interrupted","c","Corn",459,0.000147005512087463,2.66972134035219e-05,5.50639910860772
"Jumbled","c","Corn",459,0.000142673614934467,3.0108941093028e-05,4.73857962967369
"Uninterrupted","f","Corn",459,0.000364217951890791,4.86920763376506e-05,7.48002507359013
"Interrupted","f","Corn",459,0.000305929840628866,4.97623999151038e-05,6.14781122194251
"Jumbled","f","Corn",459,0.000345322132152062,5.38640510262662e-05,6.41099444940875
"Uninterrupted","c","3Iron",460,0.000123468156042216,2.43589355234848e-05,5.06870080275791
"Interrupted","c","3Iron",460,0.000112095641068755,2.6246061726965e-05,4.27095090436324
"Jumbled","c","3Iron",460,0.000107684584589714,2.97502825734211e-05,3.6196155221033
"Uninterrupted","f","3Iron",460,0.000303423837134042,4.62353128448818e-05,6.56259941729
"Interrupted","f","3Iron",460,0.000299887983753726,4.67829489330974e-05,6.41019838622369
"Jumbled","f","3Iron",460,0.000281771585098835,4.99109339874607e-05,5.64548812429808
"Uninterrupted","c","Corn",460,0.000122949700090778,2.56033361906678e-05,4.80209685078432
"Interrupted","c","Corn",460,0.000117612573305066,2.6875991994825e-05,4.37612026851744
"Jumbled","c","Corn",460,0.000171123628516954,2.97177723551856e-05,5.75829259581408
"Uninterrupted","f","Corn",460,0.000295124095468646,4.86920763376506e-05,6.06102917900104
"Interrupted","f","Corn",460,0.000327361322142046,4.97623999151038e-05,6.57848742626029
"Jumbled","f","Corn",460,0.000326497071614734,5.38640510262662e-05,6.06150234514521
"Uninterrupted","c","3Iron",461,0.000116094446208891,2.43589355234848e-05,4.76599012698903
"Interrupted","c","3Iron",461,0.000108908806740386,2.6246061726965e-05,4.14952947506383
"Jumbled","c","3Iron",461,0.000142330269239286,2.96931308276312e-05,4.79337359423343
"Uninterrupted","f","3Iron",461,0.000359820964207288,4.62353128448818e-05,7.78238411437764
"Interrupted","f","3Iron",461,0.000292893266503675,4.67829489330974e-05,6.2606841420478
"Jumbled","f","3Iron",461,0.000321512951570915,4.99109339874607e-05,6.44173382232618
"Uninterrupted","c","Corn",461,0.000110029478084299,2.56542005192634e-05,4.28894589802864
"Interrupted","c","Corn",461,0.000223536044458584,2.63026665254308e-05,8.49860770741466
"Jumbled","c","Corn",461,0.000102410609250374,3.02405051813216e-05,3.38653764665378
"Uninterrupted","f","Corn",461,0.000335187549599291,4.86920763376506e-05,6.8838212458833
"Interrupted","f","Corn",461,0.000286000472580299,4.97623999151038e-05,5.74732072947094
"Jumbled","f","Corn",461,0.000357836596467347,5.38640510262662e-05,6.64332870717155
"Uninterrupted","c","3Iron",462,0.000107221296163151,2.44656793601699e-05,4.38251865336335
"Interrupted","c","3Iron",462,0.000138357280561284,2.61399091355545e-05,5.29295185548659
"Jumbled","c","3Iron",462,0.000138630777118784,2.96931308276312e-05,4.66878275394861
"Uninterrupted","f","3Iron",462,0.000282799805199276,4.62353128448818e-05,6.11653274950387
"Interrupted","f","3Iron",462,0.000331029167656399,4.67829489330974e-05,7.07585082184092
"Jumbled","f","3Iron",462,0.000291033058505405,4.99109339874607e-05,5.83104813423291
"Uninterrupted","c","Corn",462,0.000114908704108009,2.56542005192634e-05,4.47913798840568
"Interrupted","c","Corn",462,0.000114211661219989,2.6943977551455e-05,4.23885675386565
"Jumbled","c","Corn",462,0.000150317297507494,2.97177723551856e-05,5.0581616855701
"Uninterrupted","f","Corn",462,0.000401385450035969,4.86920763376506e-05,8.24334224838966
"Interrupted","f","Corn",462,0.000299456068278012,4.97623999151038e-05,6.01771756966894
"Jumbled","f","Corn",462,0.000351290133160606,5.38640510262662e-05,6.52179192740819
"Uninterrupted","c","3Iron",463,0.000107224257850126,2.43589355234848e-05,4.40184497170452
"Interrupted","c","3Iron",463,0.000109007639567945,2.6246061726965e-05,4.15329510011596
"Jumbled","c","3Iron",463,0.000116246593164736,2.96931308276312e-05,3.914932172008
"Uninterrupted","f","3Iron",463,0.000296665832356332,4.62353128448818e-05,6.4164339787564
"Interrupted","f","3Iron",463,0.000284966216834495,4.67829489330974e-05,6.09124100411059
"Jumbled","f","3Iron",463,0.000328227004020421,4.99109339874607e-05,6.57625449571596
"Uninterrupted","c","Corn",463,0.000102724418028624,2.56542005192634e-05,4.00419486670378
"Interrupted","c","Corn",463,9.25442800425844e-05,2.6943977551455e-05,3.43469259005477
"Jumbled","c","Corn",463,0.000108548718484806,3.02405051813216e-05,3.58951405851025
"Uninterrupted","f","Corn",463,0.000305410365750753,4.86920763376506e-05,6.27228059926864
"Interrupted","f","Corn",463,0.000322164457512893,4.97623999151038e-05,6.47405386521784
"Jumbled","f","Corn",463,0.000309992802214285,5.38640510262662e-05,5.75509632691979
"Uninterrupted","c","3Iron",464,9.56540463146491e-05,2.44656793601699e-05,3.90972369524198
"Interrupted","c","3Iron",464,9.28337348718212e-05,2.6246061726965e-05,3.53705389545909
"Jumbled","c","3Iron",464,0.000104644931398784,2.96931308276312e-05,3.52421346223974
"Uninterrupted","f","3Iron",464,0.000281148459641275,4.62353128448818e-05,6.08081663867012
"Interrupted","f","3Iron",464,0.000338267770152155,4.67829489330974e-05,7.23057818855967
"Jumbled","f","3Iron",464,0.000302429877242248,4.99109339874607e-05,6.05939126120599
"Uninterrupted","c","Corn",464,0.000121122159611022,2.56033361906678e-05,4.73071785290112
"Interrupted","c","Corn",464,9.76252653594672e-05,2.693659025117e-05,3.62426218200452
"Jumbled","c","Corn",464,0.000145983297866414,3.0108941093028e-05,4.84850322086609
"Uninterrupted","f","Corn",464,0.000298419849430114,4.86920763376506e-05,6.12871481102491
"Interrupted","f","Corn",464,0.000350042429976288,4.97623999151038e-05,7.03427548859121
"Jumbled","f","Corn",464,0.00027858649222675,5.38640510262662e-05,5.17203008163832
"Uninterrupted","c","3Iron",465,0.000111711839806123,2.44656793601699e-05,4.56606326607834
"Interrupted","c","3Iron",465,0.000103313195385571,2.6246061726965e-05,3.93633134221534
"Jumbled","c","3Iron",465,0.000148066853480867,2.96931308276312e-05,4.98656926210967
"Uninterrupted","f","3Iron",465,0.00031003703578256,4.62353128448818e-05,6.70563291791115
"Interrupted","f","3Iron",465,0.000324692237652389,4.67829489330974e-05,6.94039698345479
"Jumbled","f","3Iron",465,0.00031025659785342,4.99109339874607e-05,6.21620500893385
"Uninterrupted","c","Corn",465,0.000177920864310226,2.51715123778575e-05,7.06834224497121
"Interrupted","c","Corn",465,0.000114146808965868,2.6943977551455e-05,4.23644982437658
"Jumbled","c","Corn",465,0.000136144771246552,3.0108941093028e-05,4.52173893548445
"Uninterrupted","f","Corn",465,0.000395458676541977,4.86920763376506e-05,8.12162278313429
"Interrupted","f","Corn",465,0.000278902046661068,4.97623999151038e-05,5.60467435527393
"Jumbled","f","Corn",465,0.000339211672092019,5.38640510262662e-05,6.29755218237496
"Uninterrupted","c","3Iron",466,0.000106871730312082,2.44656793601699e-05,4.36823064419248
"Interrupted","c","3Iron",466,0.000107070145079585,2.6246061726965e-05,4.0794747110414
"Jumbled","c","3Iron",466,9.02487202176485e-05,2.97502825734211e-05,3.03354161409804
"Uninterrupted","f","3Iron",466,0.000288152240640882,4.62353128448818e-05,6.23229784575321
"Interrupted","f","3Iron",466,0.000246374488181628,4.67829489330974e-05,5.26633087054771
"Jumbled","f","3Iron",466,0.000291760892531074,4.99109339874607e-05,5.84563079112833
"Uninterrupted","c","Corn",466,0.000141743581164113,2.56033361906678e-05,5.53613717011523
"Interrupted","c","Corn",466,0.000128799711400749,2.6875991994825e-05,4.79237050768395
"Jumbled","c","Corn",466,0.000150891500607723,3.0108941093028e-05,5.01151801192582
"Uninterrupted","f","Corn",466,0.000365332925751057,4.86920763376506e-05,7.50292353970881
"Interrupted","f","Corn",466,0.000362817447890204,4.97623999151038e-05,7.29099578214037
"Jumbled","f","Corn",466,0.000342849799185004,5.38640510262662e-05,6.36509495020747
"Uninterrupted","c","3Iron",467,0.00012078461239546,2.44656793601699e-05,4.93689999845651
"Interrupted","c","3Iron",467,0.0001129159133244,2.61399091355545e-05,4.31967505085227
"Jumbled","c","3Iron",467,0.0001081528184504,2.96931308276312e-05,3.64235146095666
"Uninterrupted","f","3Iron",467,0.000343556674706469,4.62353128448818e-05,7.43061209208408
"Interrupted","f","3Iron",467,0.000288071454118737,4.67829489330974e-05,6.15761641128476
"Jumbled","f","3Iron",467,0.000308567304231665,4.99109339874607e-05,6.18235884564266
"Uninterrupted","c","Corn",467,8.6966785658053e-05,2.5646891755068e-05,3.39092886922127
"Interrupted","c","Corn",467,0.000131112947954073,2.6875991994825e-05,4.87844124895257
"Jumbled","c","Corn",467,0.000131438960459708,3.02405051813216e-05,4.34645385953714
"Uninterrupted","f","Corn",467,0.000429043418154795,4.86920763376506e-05,8.81136009028727
"Interrupted","f","Corn",467,0.000366839820035852,4.97623999151038e-05,7.37182733673802
"Jumbled","f","Corn",467,0.000302662702539977,5.38640510262662e-05,5.61901113587589
"Uninterrupted","c","3Iron",468,0.000100839738085679,2.44656793601699e-05,4.12168150334897
"Interrupted","c","3Iron",468,0.000120899625287007,2.6246061726965e-05,4.60639110525277
"Jumbled","c","3Iron",468,0.000125101655738539,2.96931308276312e-05,4.21315140073153
"Uninterrupted","f","3Iron",468,0.000313089343803884,4.62353128448818e-05,6.77164973132743
"Interrupted","f","3Iron",468,0.000340954968317804,4.67829489330974e-05,7.28801788030488
"Jumbled","f","3Iron",468,0.000291843604879462,4.99109339874607e-05,5.84728799009818
"Uninterrupted","c","Corn",468,0.000170807466060972,2.51715123778575e-05,6.78574507152874
"Interrupted","c","Corn",468,0.000111436245169351,2.6943977551455e-05,4.13584983718683
"Jumbled","c","Corn",468,0.000138513329339601,3.0108941093028e-05,4.60040520560435
"Uninterrupted","f","Corn",468,0.000282743786346969,4.86920763376506e-05,5.80677201740811
"Interrupted","f","Corn",468,0.000288899506425924,4.97623999151038e-05,5.80557824620187
"Jumbled","f","Corn",468,0.000291736413922984,5.38640510262662e-05,5.41616176957656
"Uninterrupted","c","3Iron",469,0.000122494787205884,2.44656793601699e-05,5.00680097219396
"Interrupted","c","3Iron",469,0.000137429725711618,2.61399091355545e-05,5.25746761394408
"Jumbled","c","3Iron",469,0.000134472338931181,2.94376325056207e-05,4.56804190708968
"Uninterrupted","f","3Iron",469,0.000344573774279542,4.62353128448818e-05,7.45261041999602
"Interrupted","f","3Iron",469,0.000310443771639458,4.67829489330974e-05,6.63583161641675
"Jumbled","f","3Iron",469,0.000300712490456233,4.99109339874607e-05,6.02498223198511
"Uninterrupted","c","Corn",469,0.000143874306043521,2.54711141099193e-05,5.64852818854482
"Interrupted","c","Corn",469,0.000169746688765332,2.66972134035219e-05,6.35821747384837
"Jumbled","c","Corn",469,0.000124821549787208,3.02405051813216e-05,4.12762779718062
"Uninterrupted","f","Corn",469,0.000299376180893486,4.86920763376506e-05,6.14835520295932
"Interrupted","f","Corn",469,0.00036576752387106,4.76444026163257e-05,7.67703032854749
"Jumbled","f","Corn",469,0.000350727837276099,5.38640510262662e-05,6.51135275928411
"Uninterrupted","c","3Iron",470,9.39148050950624e-05,2.44656793601699e-05,3.83863467318858
"Interrupted","c","3Iron",470,0.000134753768234005,2.61399091355545e-05,5.1550970408967
"Jumbled","c","3Iron",470,0.000121254816414271,2.96931308276312e-05,4.0835982274202
"Uninterrupted","f","3Iron",470,0.000324166573065827,4.62353128448818e-05,7.01123347328473
"Interrupted","f","3Iron",470,0.000295333232265192,4.67829489330974e-05,6.31283916470374
"Jumbled","f","3Iron",470,0.0002734111699744,4.99109339874607e-05,5.47798143875829
"Uninterrupted","c","Corn",470,0.000143141905086453,2.54711141099193e-05,5.6197740102271
"Interrupted","c","Corn",470,0.000186488778809285,2.63026665254308e-05,7.09010923394315
"Jumbled","c","Corn",470,0.000136470198311031,3.0108941093028e-05,4.53254725529459
"Uninterrupted","f","Corn",470,0.000314917940492042,4.86920763376506e-05,6.46753977604638
"Interrupted","f","Corn",470,0.000362343114542417,4.97623999151038e-05,7.28146381928095
"Jumbled","f","Corn",470,0.00034049193825926,5.38640510262662e-05,6.32132065397798
"Uninterrupted","c","3Iron",471,0.00018017868649969,2.41213466483135e-05,7.46967775583488
"Interrupted","c","3Iron",471,0.000113897423249233,2.61399091355545e-05,4.35722338048658
"Jumbled","c","3Iron",471,0.000108071465913385,2.96931308276312e-05,3.63961168462634
"Uninterrupted","f","3Iron",471,0.000260951582559067,4.62353128448818e-05,5.643988685327
"Interrupted","f","3Iron",471,0.000287448311528499,4.67829489330974e-05,6.14429654572584
"Jumbled","f","3Iron",471,0.000297679633901264,4.99109339874607e-05,5.96421685829504
"Uninterrupted","c","Corn",471,0.000140821677593066,2.56033361906678e-05,5.50013000432317
"Interrupted","c","Corn",471,0.000134503856052871,2.6875991994825e-05,5.0046099164924
"Jumbled","c","Corn",471,0.000150057022903438,3.0108941093028e-05,4.98380273287609
"Uninterrupted","f","Corn",471,0.000334516212594103,4.86920763376506e-05,6.87003384851434
"Interrupted","f","Corn",471,0.000317053007211316,4.97623999151038e-05,6.37133674726738
"Jumbled","f","Corn",471,0.000295327320902879,5.38640510262662e-05,5.48282788383046
"Uninterrupted","c","3Iron",472,0.00011869614425272,2.44656793601699e-05,4.85153682043086
"Interrupted","c","3Iron",472,0.00010886417772169,2.6246061726965e-05,4.14782906685935
"Jumbled","c","3Iron",472,0.000104729422837369,2.97502825734211e-05,3.52028329744117
"Uninterrupted","f","3Iron",472,0.000300272875526302,4.62353128448818e-05,6.49444887576969
"Interrupted","f","3Iron",472,0.000307065125235183,4.67829489330974e-05,6.56361200475638
"Jumbled","f","3Iron",472,0.000301201468249453,4.99109339874607e-05,6.03477923945732
"Uninterrupted","c","Corn",472,0.00011591432765458,2.56033361906678e-05,4.52731342475712
"Interrupted","c","Corn",472,9.69997836720902e-05,2.6943977551455e-05,3.60005435303119
"Jumbled","c","Corn",472,0.000141754031476166,3.0108941093028e-05,4.70803775656496
"Uninterrupted","f","Corn",472,0.000310344633614395,4.86920763376506e-05,6.37361675567787
