"trial_type","trial_index","time_elapsed","rt","exp_condition","grain","mov_name","response","subid","recall_time","condition","movName"
"typing-period",119,1951975,"976437.3000001311","continuous","f","corn","the girl went over to the man when the military men drove by and she sat on the log he was sawing ",51727,"572","Uninterrupted","Corn"
"typing-period",121,1968853,"121423.89999955893","continuous","f","corn","they left and brought back roofing ",51727,"10200.300000011921","Uninterrupted","Corn"
"typing-period",123,1975205,"100275.40000003576","continuous","f","corn","the girl helped him build the roof",51727,"957.6999999880791","Uninterrupted","Corn"
"typing-period",125,1984526,"174376.89999949932","continuous","f","corn","he put a lock on the door and locked it ",51727,"439.30000001192093","Uninterrupted","Corn"
"typing-period",127,1991741,"177262.70000106096","continuous","f","corn","they looked at the hut as they drove away",51727,"505.19999998807907","Uninterrupted","Corn"
"typing-period",129,1999693,"230843.10000002384","continuous","f","corn","the girl was playing in the water while he built the hut",51727,"478.30000001192093","Uninterrupted","Corn"
"typing-period",131,2013205,"273383.4999989867","continuous","f","corn","the girl washed her knees in the water ",51727,"553.3000000119209","Uninterrupted","Corn"
"typing-period",133,2020112,"139139.69999969006","continuous","f","corn","the water was foggy in the distance ",51727,"1000.1000000238419","Uninterrupted","Corn"
"typing-period",135,2071348,"567035.2999998927","continuous","f","corn","the girl split the cheese in half for the man",51727,"36298.5","Uninterrupted","Corn"
"typing-period",137,2088713,"71449.5","continuous","f","corn","the man tied the boat to a pole",51727,"11564.299999952316","Uninterrupted","Corn"
"typing-period",139,2101682,"378314.1999986172","continuous","f","corn","the man was cutting up wood at the beginning",51727,"959.6999999880791","Uninterrupted","Corn"
"typing-period",141,2123247,"null","continuous","f","corn","",51727,"null","Uninterrupted","Corn"
"typing-period",34,1095583,"126910","continuous","c","corn","Man rows to deserted inlet",52327,"7838","Uninterrupted","Corn"
"typing-period",36,1113821,"372888","continuous","c","corn","Man drives stakes into ground for house foundation",52327,"4311","Uninterrupted","Corn"
"typing-period",38,1128508,"203424","continuous","c","corn","Man rows back and brings younger girl",52327,"2547","Uninterrupted","Corn"
"typing-period",40,1149903,"584691","continuous","c","corn","Girl waits as man builds foundation and plays with wooden planks",52327,"2371","Uninterrupted","Corn"
"typing-period",42,1173533,"874593","continuous","c","corn","Military soldiers in motorized boat move past the man and girl.",52327,"1607","Uninterrupted","Corn"
"typing-period",44,1197381,"766953","continuous","c","corn","Girl assists in construction by moving planks and tools",52327,"1658","Uninterrupted","Corn"
"typing-period",46,1210512,"248372","continuous","c","corn","Man and girl share dinner with bread and jam",52327,"979","Uninterrupted","Corn"
"typing-period",48,1223945,"132812","continuous","c","corn","Man and girl bond over fireplace",52327,"999","Uninterrupted","Corn"
"typing-period",50,1236455,"258467","continuous","c","corn","Man and girl lay down to rest under the house foundation",52327,"986","Uninterrupted","Corn"
"typing-period",52,1264500,"200280","continuous","c","corn","Man hammers planks to make walls of house",52327,"16737","Uninterrupted","Corn"
"typing-period",54,1280125,"344989","continuous","c","corn","Man and girl bring straw to use as a roof of the house",52327,"1294","Uninterrupted","Corn"
"typing-period",56,1296866,"291985","continuous","c","corn","Man brings padlock to lock the house",52327,"2707","Uninterrupted","Corn"
"typing-period",58,1348388,"223130","continuous","c","corn","Man and girl leave completed house on boat",52327,"39731","Uninterrupted","Corn"
"typing-period",60,1370496,"147757","continuous","c","corn","Girl looks at fog in the distance",52327,"13112","Uninterrupted","Corn"
"typing-period",62,1379081,"null","continuous","c","corn","",52327,"null","Uninterrupted","Corn"
"typing-period",73,2027629,"62895","continuous","c","iron","Man breaks into apartment",52327,"3778","Uninterrupted","3Iron"
"typing-period",75,2034812,"157575","continuous","c","iron","The first apartment was that of a family",52327,"854","Uninterrupted","3Iron"
"typing-period",77,2049701,"368485","continuous","c","iron","Man looks around and takes a shower in foreign apartment",52327,"2487","Uninterrupted","3Iron"
"typing-period",79,2060373,"123573","continuous","c","iron","Man takes some food from refrigerator",52327,"2010","Uninterrupted","3Iron"
"typing-period",81,2074438,"306235","continuous","c","iron","Man picks up laundry from apartment and washes clothes",52327,"1619","Uninterrupted","3Iron"
"typing-period",83,2090922,"415604","continuous","c","iron","Man takes photo of himself with the apartment backdrop",52327,"1423","Uninterrupted","3Iron"
"typing-period",85,2106329,"183248","continuous","c","iron","Man leaves apartment as he sees family coming in",52327,"5289","Uninterrupted","3Iron"
"typing-period",87,2119571,"209361","continuous","c","iron","Man removes flyers from apartment peephole",52327,"1186","Uninterrupted","3Iron"
"typing-period",89,2130415,"108402","continuous","c","iron","Man breaks into a second apartment",52327,"2265","Uninterrupted","3Iron"
"typing-period",91,2142373,"227252","continuous","c","iron","The second apartment is luxuriously furnished",52327,"709","Uninterrupted","3Iron"
"typing-period",93,2156586,"346662","continuous","c","iron","Man unscrews scale to change his weight reading",52327,"1182","Uninterrupted","3Iron"
"typing-period",95,2164393,"133558","continuous","c","iron","Man takes bath in luxury apartment",52327,"770","Uninterrupted","3Iron"
"typing-period",97,2178161,"404413","continuous","c","iron","Woman sees man but stays hidden in luxury apartment",52327,"777","Uninterrupted","3Iron"
"typing-period",99,2187141,"204684","continuous","c","iron","Woman has bruises on face and appears abused",52327,"620","Uninterrupted","3Iron"
"typing-period",101,2198006,"320393","continuous","c","iron","Woman keeps eyeing the intruder in luxury apartment",52327,"694","Uninterrupted","3Iron"
"typing-period",103,2211045,"318611","continuous","c","iron","Woman cries in bathtub while man is there",52327,"776","Uninterrupted","3Iron"
"typing-period",105,2220010,"220064","continuous","c","iron","Woman joins man on his moped, fleeing home",52327,"683","Uninterrupted","3Iron"
"typing-period",107,2226740,"141129","continuous","c","iron","Woman and man break into a third apartment",52327,"726","Uninterrupted","3Iron"
"typing-period",109,2233755,"146263","continuous","c","iron","Third apartment decoreated with erotic imagery",52327,"622","Uninterrupted","3Iron"
"typing-period",111,2249015,"527392","continuous","c","iron","Woman tries to help with chores, is upset",52327,"673","Uninterrupted","3Iron"
"typing-period",113,2260874,"307813","continuous","c","iron","Woman sees herself in the photographs on the wall",52327,"1421","Uninterrupted","3Iron"
"typing-period",115,2272863,"341753","continuous","c","iron","Man makes nice dinner for woman while he continues cleaning apartment",52327,"1546","Uninterrupted","3Iron"
"typing-period",117,2289094,"712118","continuous","c","iron","Other woman visitor tries to knock but leaves after no response",52327,"812","Uninterrupted","3Iron"
"typing-period",119,2295067,"60991","continuous","c","iron","Man gives woman a haircut",52327,"1737","Uninterrupted","3Iron"
"typing-period",121,2306394,"381565","continuous","c","iron","Man and woman take photo together in front of a picture of a boxer",52327,"574","Uninterrupted","3Iron"
"typing-period",123,2316441,"248015","continuous","c","iron","Man and woman continue to use moped to get around",52327,"909","Uninterrupted","3Iron"
"typing-period",125,2316637,"null","continuous","c","iron","",52327,"null","Uninterrupted","3Iron"
"typing-period",32,1158848,"17325754.40000981","continuous","c","iron","I really did not understand the gist of this video. The man starts off cleaning one house that looks like it could be his own, then he goes to a higher class house where there is an injured woman. She stays with him for the rest of the clip and he even makes lunch for her but it is no defined if he is taking care of her or making up for possibly hurting her...",52591,"1475","Uninterrupted","3Iron"
"typing-period",34,1162993,"4299.699999988079","continuous","c","iron"," ",52591,"1836.3999999761581","Uninterrupted","3Iron"
"typing-period",36,1163618,"303.60000002384186","continuous","c","iron","",52591,"319.2000000476837","Uninterrupted","3Iron"
"typing-period",38,1164147,"253.39999997615814","continuous","c","iron","",52591,"273.4000000357628","Uninterrupted","3Iron"
"typing-period",40,1164696,"257.89999997615814","continuous","c","iron","",52591,"288.9000000357628","Uninterrupted","3Iron"
"typing-period",42,1166260,"266.19999998807907","continuous","c","iron","",52591,"1295.0999999642372","Uninterrupted","3Iron"
"typing-period",44,1249588,"null","continuous","c","iron","",52591,"null","Uninterrupted","3Iron"
"typing-period",55,2166281,"6978558.90000546","continuous","c","corn","in this video there is an older man who is tryin to build a home with a young woman in the middle of nowhere. they work as a team to build a home from scratch and they eat together and travel on a mini rowing boat as well. ",52591,"6173.299999952316","Uninterrupted","Corn"
"typing-period",38,916994,"26640.900000028312","continuous","f","iron","asian man ",53890,"1624.1000000014901","Uninterrupted","3Iron"
"typing-period",40,919598,"18931.09999999404","continuous","f","iron","asian woman",53890,"307.70000000298023","Uninterrupted","3Iron"
"typing-period",42,926336,"99725.99999999255","continuous","f","iron","they ate rice",53890,"199.09999999403954","Uninterrupted","3Iron"
"typing-period",44,938147,"206091.50000008196","continuous","f","iron","he unlocked a door",53890,"778.1999999955297","Uninterrupted","3Iron"
"typing-period",46,955020,"324193.2000000477","continuous","f","iron"," he answered the phone ",53890,"2533.7000000029802","Uninterrupted","3Iron"
"typing-period",48,971611,"419751.60000009835","continuous","f","iron","they were fixing a radio",53890,"323.5","Uninterrupted","3Iron"
"typing-period",50,1212649,"null","continuous","f","iron","",53890,"717.7000000029802","Uninterrupted","3Iron"
"typing-period",61,1833791,"201148.20000000298","continuous","f","corn","a young girl and a man are on a little island",53890,"2813.7000000029802","Uninterrupted","Corn"
"typing-period",63,1842769,"173189.40000000596","continuous","f","corn","they are building a house",53890,"663","Uninterrupted","Corn"
"typing-period",65,1855367,"281416.2999999076","continuous","f","corn","they ate lunch at a table",53890,"567.6999999955297","Uninterrupted","Corn"
"typing-period",67,1863255,"112597.60000002384","continuous","f","corn","they ate bread ",53890,"368.90000000596046","Uninterrupted","Corn"
"typing-period",69,1866958,"24971.899999976158","continuous","f","corn","they ate jam",53890,"385.8999999985099","Uninterrupted","Corn"
"typing-period",71,1873081,"91049.0000000894","continuous","f","corn","the girl frank water",53890,"311.79999999701977","Uninterrupted","Corn"
"typing-period",73,1881598,"248344.90000006557","continuous","f","corn","they are collecting tinder to make a fire",53890,"192.5","Uninterrupted","Corn"
"typing-period",75,1885300,"38254.69999999553","continuous","f","corn","they have a boat",53890,"332.20000000298023","Uninterrupted","Corn"
"typing-period",77,1888625,"28596.500000029802","continuous","f","corn","they are friends",53890,"181","Uninterrupted","Corn"
