"subid","indiv_cond","movName","grain","group_cond","comparison_type","grainorder","min_corr","max_corr","act_corr","agreementIndex"
26,"Interrupted","Corn","c","Uninterrupted","crossCond","2",-0.113827102769759,0.651049447166212,0.0757576831118051,0.247863247863246
26,"Interrupted","Corn","c","Jumbled","crossCond","2",-0.121534145167006,0.600373449849938,0.0796532173787024,0.278688524590168
27,"Interrupted","Corn","c","Interrupted","same","1",-0.151347642379794,0.662536459916044,0.112140016636841,0.32374100719424
27,"Interrupted","Corn","c","random","random","1",-0.225669353512505,0.490240833447342,-0.0510571127905942,0.243902439024386
27,"Interrupted","Corn","c","Uninterrupted","crossCond","1",-0.128575727157239,0.68177168599415,0.127937123048954,0.316546762589926
27,"Interrupted","Corn","c","Jumbled","crossCond","1",-0.137281374198631,0.648965648665039,0.0790684777302953,0.275167785234896
28,"Interrupted","Corn","c","Interrupted","same","2",-0.188386032221629,0.715387063422893,0.02702102684391,0.238341968911923
28,"Interrupted","Corn","c","random","random","2",-0.285032401149441,0.579353078172964,0.0479685621960761,0.385245901639345
28,"Interrupted","Corn","c","Uninterrupted","crossCond","2",-0.163212750750837,0.731981446746354,0.05238375754692,0.240837696335083
28,"Interrupted","Corn","c","Jumbled","crossCond","2",-0.174263612621162,0.720859234729125,0.0378508061822306,0.236966824644558
29,"Interrupted","Corn","c","Interrupted","same","1",-0.125179909876756,0.633344825546157,0.127661668597548,0.333333333333333
29,"Interrupted","Corn","c","random","random","1",-0.179287143925695,0.47455643508167,0.0118363637841507,0.292307692307693
29,"Interrupted","Corn","c","Uninterrupted","crossCond","1",-0.105775469657544,0.630231574218798,0.0904930753761467,0.266666666666666
29,"Interrupted","Corn","c","Jumbled","crossCond","1",-0.112937349468263,0.572286898501567,0.0964367263002949,0.305555555555554
30,"Interrupted","Corn","c","Interrupted","same","2",-0.0844891769372858,0.526249956479102,0.068195606416813,0.250000000000003
30,"Interrupted","Corn","c","random","random","2",-0.121220347535188,0.346115313290121,-0.0481991505312327,0.156250000000002
30,"Interrupted","Corn","c","Uninterrupted","crossCond","2",-0.0714097419226911,0.50276661017815,0.051628047813209,0.214285714285724
30,"Interrupted","Corn","c","Jumbled","crossCond","2",-0.0762447758924813,0.452746398267345,0.0258412401734517,0.192982456140354
31,"Interrupted","Corn","c","Interrupted","same","1",-0.139804468673911,0.640740338155895,0.186488852213953,0.418032786885238
31,"Interrupted","Corn","c","random","random","1",-0.220913759262862,0.415999470668819,-0.0288288169025108,0.301587301587306
31,"Interrupted","Corn","c","Uninterrupted","crossCond","1",-0.117666950540729,0.66160795078579,0.237124874453458,0.455284552845528
31,"Interrupted","Corn","c","Jumbled","crossCond","1",-0.125633982596412,0.614127275895063,0.18976810435732,0.42635658914729
32,"Interrupted","Corn","c","Interrupted","same","2",-0.169225940327757,0.684319042610451,0.243955070521308,0.484076433121014
32,"Interrupted","Corn","c","random","random","2",-0.24047485529743,0.493452546754045,-0.062787168484969,0.242105263157893
32,"Interrupted","Corn","c","Uninterrupted","crossCond","2",-0.141984146468525,0.703606567401403,0.182424869544466,0.383647798742138
32,"Interrupted","Corn","c","Jumbled","crossCond","2",-0.151597655114031,0.681173127127537,0.161293101219501,0.375722543352595
36,"Interrupted","Corn","c","Interrupted","same","2",-0.134976911542329,0.6480751900961,0.161135227732703,0.378151260504197
36,"Interrupted","Corn","c","random","random","2",-0.196589691064869,0.445535568587331,-0.00491050907913986,0.298507462686563
36,"Interrupted","Corn","c","Uninterrupted","crossCond","2",-0.113827102769759,0.651049447166212,0.265342468993371,0.495726495726494
36,"Interrupted","Corn","c","Jumbled","crossCond","2",-0.121534145167006,0.600373449849938,0.239419652341472,0.500000000000009
1,"Interrupted","3Iron","f","Interrupted","same","2",-0.551237841245723,0.766919239570164,0.17890413586582,0.553911205073992
1,"Interrupted","3Iron","f","random","random","2",-0.622041966791926,0.723010006048237,-0.074582216442952,0.407017543859646
1,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.528352769825647,0.780802390457505,0.18598163032885,0.545645330535149
1,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.538620459195258,0.797824001956277,0.21613882753101,0.564751703992201
2,"Interrupted","3Iron","f","Interrupted","same","1",-0.629290167245121,0.799439542973508,0.173834674145981,0.562125107112251
2,"Interrupted","3Iron","f","random","random","1",-0.707774630135381,0.765226896703996,0.0574724618699996,0.519515477792731
2,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.601610046963075,0.797827182729606,0.133544961253171,0.525321888412021
2,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.616025346403945,0.820023139743048,0.20327331447231,0.57052297939778
3,"Interrupted","3Iron","f","Interrupted","same","2",-0.547689377327812,0.772731332748556,0.222093704701997,0.582983193277307
3,"Interrupted","3Iron","f","random","random","2",-0.629880808508774,0.728494348108106,-0.0183785902379509,0.450171821305837
3,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.535265795839096,0.780852661599212,0.212528782250853,0.568181818181819
3,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.542750964186227,0.799301803293055,0.166914174855113,0.528790786948171
4,"Interrupted","3Iron","f","Interrupted","same","1",-0.540482745115908,0.758614695033209,0.333825834424537,0.673012318029114
4,"Interrupted","3Iron","f","random","random","1",-0.649656200336382,0.682774520800685,-0.0131295813261618,0.477718360071301
4,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.512233663647266,0.781569637133335,0.347483126631785,0.664488017429196
4,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.526572973043543,0.793822770686999,0.29583731829924,0.622851365015166
5,"Interrupted","3Iron","f","Interrupted","same","2",-0.543353106854107,0.762003739245728,0.259833673860862,0.615300546448079
5,"Interrupted","3Iron","f","random","random","2",-0.609351738100657,0.724123933655,0.0208525177290672,0.472602739726024
5,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.51914044210906,0.781081426756598,0.238973916586451,0.583065380493028
5,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.533215415919959,0.796159695519143,0.273386563314685,0.60675273088381
6,"Interrupted","3Iron","f","Interrupted","same","1",-0.522175781779061,0.749714757444332,0.16942397467147,0.543757292882151
6,"Interrupted","3Iron","f","random","random","1",-0.622022151945212,0.689489131435192,-0.0539475847559589,0.433145009416196
6,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.489213823963021,0.774891206239324,0.281581926160362,0.609756097560977
6,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.499880010589666,0.778258057195672,0.139884419422587,0.500544069640918
7,"Interrupted","3Iron","f","Interrupted","same","2",-0.40922738944312,0.676515549214519,0.195465741873328,0.556939501779364
7,"Interrupted","3Iron","f","random","random","2",-0.499269007186471,0.616690382827693,0.15773243651201,0.588732394366198
7,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.386443486233352,0.702652091766239,0.178272739396055,0.518518518518509
7,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.380209763202186,0.689688573673724,0.160198070219829,0.505102040816326
8,"Interrupted","3Iron","f","Interrupted","same","1",-0.510512722353024,0.74955249952507,0.14611957662326,0.521109770808205
8,"Interrupted","3Iron","f","random","random","1",-0.599022967411501,0.699943222084529,-0.0283374540115892,0.439338235294119
8,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.475395438328564,0.76941947946642,0.156819653254595,0.507878787878795
8,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.483723286030964,0.769800789607042,0.178057383319552,0.527936145952114
9,"Interrupted","3Iron","f","Interrupted","same","2",-0.405445140551326,0.6721904512111,0.169686422994014,0.533697632058289
9,"Interrupted","3Iron","f","random","random","2",-0.485055226701456,0.616533582871346,-0.00487548919535803,0.43589743589744
9,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.377935213014689,0.696339649992009,0.20714344643705,0.544626593806925
9,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.374359686986103,0.682214936076965,0.203975896164208,0.547368421052632
10,"Interrupted","3Iron","f","Interrupted","same","1",-0.591102992265932,0.786392613140206,0.380535371352246,0.705365853658533
10,"Interrupted","3Iron","f","random","random","1",-0.686183277538807,0.729905090864986,0.0584467763634903,0.525835866261397
10,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.566576911677308,0.785132173513778,0.325551084548815,0.660000000000005
10,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.568753774465301,0.811702360404687,0.32512815738956,0.647526501766786
11,"Interrupted","3Iron","f","Interrupted","same","2",-0.417209148411016,0.671816323614141,0.268973272900413,0.630088495575224
11,"Interrupted","3Iron","f","random","random","2",-0.484018774310853,0.602743490800764,-0.00726475610111956,0.438692098092648
11,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.390651343290115,0.705848510519591,0.224226178898309,0.560763888888884
11,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.383123498258779,0.693447500432492,0.215572601515931,0.55611390284757
12,"Interrupted","3Iron","f","Interrupted","same","1",-0.381988903436068,0.651304620633276,0.0977545184532674,0.464285714285711
12,"Interrupted","3Iron","f","random","random","1",-0.488958085498591,0.577051332273284,0.0390340399181996,0.495297805642633
12,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.356068273063264,0.681131248754705,0.100793421070837,0.440476190476186
12,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.359603955893167,0.663861821620342,0.0868220689651034,0.436190476190473
13,"Interrupted","3Iron","f","Interrupted","same","2",-0.688621539352272,0.808828207981808,0.183354967364575,0.582307692307694
13,"Interrupted","3Iron","f","random","random","2",-0.749541937099795,0.781072865166046,-0.0208613385399889,0.476070528967253
13,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.661428005385438,0.794537709885622,0.116062187236126,0.534003091190109
13,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.67663489715234,0.817697239202003,0.195236491961683,0.583452211126966
14,"Interrupted","3Iron","f","Interrupted","same","1",-0.458460685889913,0.71322806613103,0.229231820868292,0.586924219910847
14,"Interrupted","3Iron","f","random","random","1",-0.546761909044039,0.622499175437184,0.0877423287431666,0.54265402843602
14,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.422358967555103,0.73537225573163,0.2313377112695,0.564635958395245
14,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.420342376675388,0.726879952967937,0.231488492440136,0.568181818181817
15,"Interrupted","3Iron","f","Interrupted","same","2",-0.313613593951435,0.574721805323668,0.0896959493396313,0.454005934718096
15,"Interrupted","3Iron","f","random","random","2",-0.396588744664624,0.507727162071604,-0.0169466894781913,0.419811320754714
15,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.267131943685127,0.601229469810033,0.0462217162305476,0.360856269113138
15,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.282947331616293,0.572343726941892,0.149729321536665,0.505882352941169
16,"Interrupted","3Iron","f","Interrupted","same","1",-0.390014347389902,0.660053853922365,0.0708934508960189,0.438931297709926
16,"Interrupted","3Iron","f","random","random","1",-0.481206251070576,0.549786501188172,0.037594589008347,0.50320512820513
16,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.364923791807851,0.687103767326308,0.068382578333614,0.411877394636016
16,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.36552829539521,0.671137320156332,0.00675493670893769,0.35911602209945
17,"Interrupted","3Iron","f","Interrupted","same","2",-0.457352774787516,0.71770352206453,0.243496826599016,0.596439169139466
17,"Interrupted","3Iron","f","random","random","2",-0.54464734193975,0.640234477584648,0.0315623100207446,0.486301369863013
17,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.422358967555103,0.73537225573163,0.19521236849235,0.533432392273401
17,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.420342376675388,0.726879952967937,0.194008217465993,0.535511363636363
18,"Interrupted","3Iron","f","Interrupted","same","1",-0.493972637828532,0.731601024693681,0.285048918934257,0.63563829787234
18,"Interrupted","3Iron","f","random","random","1",-0.586414862475552,0.645566711208635,0.0542155558402275,0.520000000000002
18,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.450036536212389,0.758869987974453,0.306927390425071,0.626155878467629
18,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.453739868059032,0.756493378646063,0.27845124619755,0.605
19,"Interrupted","3Iron","f","Interrupted","same","2",-0.649061214805917,0.79686426537646,0.249889910701866,0.621713316369801
19,"Interrupted","3Iron","f","random","random","2",-0.727099663242485,0.79179176740085,-0.0456510754403428,0.448648648648647
19,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.608012931965786,0.796158393798764,0.220210155095335,0.589830508474574
19,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.624337794455134,0.820797036373729,0.276335161732277,0.623244929797191
21,"Interrupted","3Iron","f","Interrupted","same","2",-0.755079055930285,0.781973653943486,0.189015819746493,0.614224137931035
21,"Interrupted","3Iron","f","random","random","2",-0.795035798688206,0.81556423650035,-0.0231769714990768,0.479236812570146
21,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.726079623659755,0.765061914757139,0.118936417577216,0.566690699351117
21,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.744229449474593,0.781355765880745,0.159104386319925,0.592122830440589
22,"Interrupted","3Iron","f","Interrupted","same","1",-0.486747896241405,0.743466432689594,-0.0330186570539234,0.368821292775668
22,"Interrupted","3Iron","f","random","random","1",-0.583369132928225,0.651455364187459,0.00779964197727693,0.478747203579424
22,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.454649609649104,0.763102658668881,0.00181006031704167,0.374837872892348
22,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.459231337470471,0.758667524291998,0.0105724003592801,0.385749385749388
23,"Interrupted","3Iron","f","Interrupted","same","2",-0.359584763808262,0.62751953344218,0.184329848962396,0.551020408163271
23,"Interrupted","3Iron","f","random","random","2",-0.432785063737645,0.553682537777995,0.00484783584384315,0.443636363636368
23,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.323730826866177,0.659603456896575,0.217103029203343,0.550000000000007
23,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.338663021542371,0.633062122659628,0.207535425525425,0.56209150326798
24,"Interrupted","3Iron","f","Interrupted","same","1",-0.491125112928728,0.734926645621445,0.201441476763441,0.564875491480996
24,"Interrupted","3Iron","f","random","random","1",-0.583758547813222,0.655482562886411,0.031981294246304,0.49686847599165
24,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.452343176951037,0.760976766155445,0.197195902539214,0.535340314136127
24,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.45648801429764,0.757565310792006,0.128724802876924,0.482032218091698
25,"Interrupted","3Iron","f","Interrupted","same","2",-0.50025905800766,0.733394668948386,0.320040563033247,0.664935064935068
25,"Interrupted","3Iron","f","random","random","2",-0.60900551214636,0.664719241075746,-0.103860940506036,0.396588486140726
25,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.459261753771494,0.764283954321799,0.343934279382982,0.65644955300128
25,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.464703983617581,0.760958867660512,0.331680815884361,0.649758454106275
26,"Interrupted","3Iron","f","Interrupted","same","1",-0.440284519353845,0.703888373241935,0.102622865540902,0.474497681607415
26,"Interrupted","3Iron","f","random","random","1",-0.5292456947367,0.626470288740677,0.038319661016813,0.49109414758269
26,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.413150572624078,0.728461555654408,0.19570922912444,0.533333333333327
26,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.409015974355603,0.717689444249857,0.125833770488353,0.474702380952377
27,"Interrupted","3Iron","f","Interrupted","same","2",-0.467752586780744,0.723208706605966,0.0911342771549232,0.469273743016764
27,"Interrupted","3Iron","f","random","random","2",-0.571610980497594,0.646249443936597,-0.0249269677515772,0.448888888888891
27,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.433887644787136,0.744720291323993,0.105475309026435,0.45762711864407
27,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.434357787475442,0.738894175395308,0.12230611426297,0.474462365591402
28,"Interrupted","3Iron","f","Interrupted","same","1",-0.566846687859235,0.782033390955155,0.195680734561257,0.565304087736785
28,"Interrupted","3Iron","f","random","random","1",-0.65173961637501,0.716598130131604,0.00336325899498666,0.47875816993464
28,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.55603575041106,0.782202411555041,0.229997523399228,0.587364264560705
28,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.55550487206912,0.804798452817205,0.179083951949521,0.540018399264023
29,"Interrupted","3Iron","f","Interrupted","same","2",-0.359463041001467,0.625069538165526,0.179792303496824,0.547727272727279
29,"Interrupted","3Iron","f","random","random","2",-0.44635783212554,0.538398084114807,0.00483942404276791,0.458181818181821
29,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.323730826866177,0.659603456896575,0.237216685007582,0.570454545454552
29,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.338663021542371,0.633062122659628,0.175779701858693,0.529411764705888
30,"Interrupted","3Iron","f","Interrupted","same","1",-0.510838607678128,0.757312468763571,0.206270631976402,0.565476190476189
30,"Interrupted","3Iron","f","random","random","1",-0.620084219955314,0.68189581728303,-0.0468053385881368,0.440313111545989
30,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.482305677662408,0.772043263834364,0.21257090084174,0.553973902728355
30,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.491816831277553,0.773937377800985,0.152336480024111,0.508908685968822
31,"Interrupted","3Iron","f","Interrupted","same","2",-0.421252721019789,0.689430844912865,0.0602894894593173,0.433554817275747
31,"Interrupted","3Iron","f","random","random","2",-0.517876435628137,0.612106292503946,-0.0971381857917248,0.372340425531913
31,"Interrupted","3Iron","f","Uninterrupted","crossCond","2",-0.399391997162069,0.715577590726171,0.140468485492633,0.484193011647252
31,"Interrupted","3Iron","f","Jumbled","crossCond","2",-0.391819800767557,0.704798248995652,0.028198971497519,0.383012820512821
32,"Interrupted","3Iron","f","Interrupted","same","1",-0.481536863350133,0.738447963757149,0.15789218142057,0.524128686327074
32,"Interrupted","3Iron","f","random","random","1",-0.545332035180735,0.670739096376957,0.0477406866975094,0.487695749440713
32,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.443115706256651,0.752671366315638,0.159651962118779,0.504076086956519
32,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.445465304935047,0.748852787820265,0.0701230469631865,0.431701030927834
36,"Interrupted","3Iron","f","Interrupted","same","1",-0.393912643185929,0.652483427007437,0.191016688121391,0.558994197292073
36,"Interrupted","3Iron","f","random","random","1",-0.502941575241002,0.549173529909519,-0.0726836408663463,0.40894568690096
36,"Interrupted","3Iron","f","Uninterrupted","crossCond","1",-0.364923791807851,0.687103767326308,0.267905046445265,0.60153256704981
36,"Interrupted","3Iron","f","Jumbled","crossCond","1",-0.36552829539521,0.671137320156332,0.291217508932106,0.633517495395952
1,"Interrupted","Corn","f","Interrupted","same","2",-0.496115030433175,0.771887952718296,0.2840761254622,0.615291262135916
1,"Interrupted","Corn","f","random","random","2",-0.635967876827761,0.677634205238342,-0.0292945082023272,0.461839530332676
1,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.453176446302758,0.775038861703348,0.338986089630168,0.644970414201179
1,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.435158701355952,0.772924667149947,0.268337788052444,0.582324455205808
2,"Interrupted","Corn","f","Interrupted","same","1",-0.591464775056236,0.804868869654748,0.289279743016536,0.630755064456726
2,"Interrupted","Corn","f","random","random","1",-0.687094911573646,0.759815573071671,0.0599047321263779,0.516272189349113
2,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.568193731501615,0.791035203116098,0.233402819683195,0.589743589743593
2,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.547471173234408,0.787580700556062,0.216797653065936,0.572463768115944
3,"Interrupted","Corn","f","Interrupted","same","2",-0.565251669839887,0.795314508075845,0.19843777485228,0.561302681992339
3,"Interrupted","Corn","f","random","random","2",-0.690328643508724,0.757088161245312,-0.0584503103154945,0.436555891238672
3,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.55563034765688,0.795317278271884,0.186526437702524,0.549360146252286
3,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.535114430838048,0.791948457905815,0.1172338993029,0.491573033707868
4,"Interrupted","Corn","f","Interrupted","same","1",-0.450228632307355,0.754047207412184,0.243845063486987,0.57634112792297
4,"Interrupted","Corn","f","random","random","1",-0.56376418664546,0.672784923435977,0.0254639127893231,0.476510067114098
4,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.420444826153147,0.760490011591054,0.230724850733843,0.551401869158879
4,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.399963430592682,0.758189840500481,0.185459250274961,0.505479452054797
5,"Interrupted","Corn","f","Interrupted","same","2",-0.494786578941193,0.771355779706474,0.260294682215953,0.59636363636363
5,"Interrupted","Corn","f","random","random","2",-0.629764531670058,0.67447360874569,0.04573729404327,0.517928286852584
5,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.453176446302758,0.775038861703348,0.296834321663095,0.61065088757396
5,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.435158701355952,0.772924667149947,0.247861798755734,0.565375302663436
6,"Interrupted","Corn","f","Interrupted","same","1",-0.502555035611319,0.769802589867503,0.256315405299272,0.596428571428578
6,"Interrupted","Corn","f","random","random","1",-0.610107338427982,0.707494943926555,0.0309568489483609,0.486538461538462
6,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.459352880311946,0.778534909396596,0.214815440850299,0.544611819235228
6,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.441731804278274,0.776449671801387,0.212102566176808,0.536729857819908
7,"Interrupted","Corn","f","Interrupted","same","2",-0.3188876875107,0.637762947113556,0.164127093696643,0.504901960784311
7,"Interrupted","Corn","f","random","random","2",-0.451829259365712,0.554113456920681,-0.0298448148218466,0.419491525423726
7,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.285940157427068,0.659987684866151,0.167742260938982,0.479616306954434
7,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.289186656317941,0.676333583572857,0.119390466472726,0.423167848699762
8,"Interrupted","Corn","f","Interrupted","same","1",-0.445014902220484,0.74714038363346,0.252504927477468,0.585091420534463
8,"Interrupted","Corn","f","random","random","1",-0.544065678466729,0.674669018777066,0.0554047526601535,0.491879350348031
8,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.416384418000235,0.759271659524153,0.346117081398222,0.64857530529173
8,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.39554410761316,0.756943623643084,0.286638741668048,0.591922005571035
9,"Interrupted","Corn","f","Interrupted","same","2",-0.338022633002003,0.656317627847757,0.262124829559867,0.603563474387516
9,"Interrupted","Corn","f","random","random","2",-0.492017259285045,0.524393714699433,-0.046873767029074,0.437956204379558
9,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.308288002316061,0.681448722194337,0.241801722250866,0.555793991416298
9,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.311788233506371,0.69053009595812,0.239593704663856,0.550106609808098
10,"Interrupted","Corn","f","Interrupted","same","1",-0.537948675398428,0.796054961706416,0.312496214431324,0.63751317175975
10,"Interrupted","Corn","f","random","random","1",-0.653302667665704,0.727148244808763,-0.0273113909429307,0.453468697123522
10,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.507078987780657,0.792565081385642,0.301412864770612,0.622087132725427
10,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.492027706998142,0.781269321113748,0.277780381797917,0.604578563995842
11,"Interrupted","Corn","f","Interrupted","same","2",-0.365096642326284,0.68084947489463,0.295500905392192,0.631578947368425
11,"Interrupted","Corn","f","random","random","2",-0.48974963997569,0.600705001241665,0.0200294647420271,0.467492260061926
11,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.341789746935025,0.704722261467921,0.442121664563841,0.749070631970265
11,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.337841084243069,0.713237741754486,0.315902543099927,0.621973929236509
12,"Interrupted","Corn","f","Interrupted","same","1",-0.387999393367682,0.710509141804286,0.17818394410965,0.515410958904109
12,"Interrupted","Corn","f","random","random","1",-0.52348561997358,0.604605678617336,-0.0422941338514657,0.426553672316384
12,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.373201762366349,0.72504355131874,0.162351141835939,0.487644151565078
12,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.35559205142529,0.733114691784256,0.163273202445479,0.476588628762541
13,"Interrupted","Corn","f","Interrupted","same","2",-0.629694886988479,0.788422278737862,0.189234754861961,0.577476714648606
13,"Interrupted","Corn","f","random","random","2",-0.722896282730311,0.756195975747647,0.0423642459954174,0.517385257301807
13,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.604643740392129,0.782026327149328,0.163585094080518,0.554009819967271
13,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.586234277239954,0.787385779967443,0.186783826442021,0.56275976724855
14,"Interrupted","Corn","f","Interrupted","same","1",-0.397348066535861,0.711706639607917,0.189365782982992,0.52902155887231
14,"Interrupted","Corn","f","random","random","1",-0.560256007969538,0.619295277660075,-0.0594409369759564,0.424581005586594
14,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.384556647638443,0.729931792868877,0.162973331057706,0.491283676703646
14,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.362264265174716,0.73784524554307,0.195788055286329,0.507269789983848
15,"Interrupted","Corn","f","Interrupted","same","2",-0.297976629137795,0.606727946220804,0.012935929154458,0.343661971830988
15,"Interrupted","Corn","f","random","random","2",-0.395615780377024,0.509404420392962,-0.00837155985524699,0.42788461538462
15,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.257199006102557,0.633097111537043,0.0370725397839262,0.330532212885159
15,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.260119184560732,0.650783432089376,0.0635900097860024,0.355371900826449
16,"Interrupted","Corn","f","Interrupted","same","1",-0.365870493335953,0.693365827221855,0.0578240348871746,0.400000000000004
16,"Interrupted","Corn","f","random","random","1",-0.503007853949518,0.561488306205095,-0.055711421832427,0.420195439739419
16,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.341789746935025,0.704722261467921,-0.0169430826166358,0.310408921933088
16,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.337841084243069,0.713237741754486,-0.00509732182298075,0.316573556797026
17,"Interrupted","Corn","f","Interrupted","same","2",-0.360096931230511,0.688795005517802,0.236050634382298,0.568359374999999
17,"Interrupted","Corn","f","random","random","2",-0.48174390774119,0.600473354395196,0.114509551970891,0.550955414012735
17,"Interrupted","Corn","f","Uninterrupted","crossCond","2",-0.337729643636887,0.70164730692222,0.243849897696751,0.55954631379962
17,"Interrupted","Corn","f","Jumbled","crossCond","2",-0.335633014606672,0.71022358863252,0.237709924787204,0.548204158790161
18,"Interrupted","Corn","f","Interrupted","same","1",-0.374645314861411,0.686304921212835,0.295637264191105,0.631775700934581
18,"Interrupted","Corn","f","random","random","1",-0.477407541809695,0.57280696874515,-0.0357285420436331,0.420560747663557
18,"Interrupted","Corn","f","Uninterrupted","crossCond","1",-0.353781040573258,0.714160953469687,0.349359528955906,0.658407079646021
18,"Interrupted","Corn","f","Jumbled","crossCond","1",-0.344484164349327,0.722507776041675,0.338314599644207,0.639928698752233
19,"Interrupted","Corn","f","Interrupted","same","2",-0.55577397349465,0.792442848116418,0.250166122488574,0.597782258064513
19,"Interrupted","Corn","f","random","random","2",-0.670487205911078,0.73445482870937,0.0274370734230226,0.496763754045303
